DB5SCH101101031.wns.windows.com,microsoft
next-services.apps.microsoft.com,microsoft
DB5SCH101110142.wns.windows.com,microsoft
mail.services.live.com,microsoft
by3302.storage.live.com,microsoft
windows.policies.live.net,microsoft
g.msn.com,microsoft
download.teamviewer.com,teamviewer
client.teamviewer.com,teamviewer
analytics.twitter.com,twitter
upload.twitter.com,twitter
pbs.twimg.com,twitter
ton.twimg.com,twitter
amp.twimg.com,twitter
video.twimg.com,twitter
abs.twimg.com,twitter
o.twimg.com,twitter
syndication.twitter.com,twitter
twitter.com,twitter
abs-0.twimg.com,twitter
tiles.cdn.mozilla.net,unknown
r5---sn-cx1x9-ua8z.gvt1.com,unknown
tiles-cloudfront.cdn.mozilla.net,unknown
inference.location.live.net,unknown
api.live.net,unknown
mozorg.cdn.mozilla.net,unknown
vcfd1.giraffic.net,unknown
r4---sn-cx1x9-ua8z.gvt1.com,unknown
blu2.storage.live.com,unknown
data.getadblock.com,unknown
ping.getadblock.com,unknown
mtc.cdn.vine.co,unknown
madagascardomain.com,unknown
vmap.snappytv.com,unknown
snappytv-a.akamaihd.net,unknown
r3---sn-cx1x9-ua8l.gvt1.com,unknown
t.tellapart.com,unknown
r5---sn-cx1x9-ua8l.gvt1.com,unknown
ssl.gstatic.com,unknown
aus5.mozilla.org,unknown
r2---sn-cx1x9-ua8e.gvt1.com,unknown
vine.co,unknown
vcfd2.giraffic.net,unknown
update.virtualbox.org,unknown
tiles.services.mozilla.com,unknown
r6---sn-cx1x9-ua8l.gvt1.com,unknown
javadl-esd-secure.oracle.com,unknown
shavar.services.mozilla.com,unknown
r6---sn-cx1x9-ua8z.gvt1.com,unknown
adblockcdn.com,unknown
tracking-protection.cdn.mozilla.net,unknown
login.live.com,unknown
v.cdn.vine.co,unknown
r1---sn-cx1x9-ua8z.gvt1.com,unknown
aus4.mozilla.org,unknown
cdmdownload.adobe.com,unknown
redirector.gvt1.com,unknown
blu2.settings.live.net,unknown
easylist-downloads.adblockplus.org,unknown
stats.snappytv.com,unknown
by3302.settings.live.net,unknown
standards.ieee.org,unknown
gfe.nvidia.com,unknown
www.wireshark.org,wireshatk
